FORWARD_TEXT_FORMAT_1.0
STDEP =  2325.0000
ENDEP =  3749.5000
RLEV  =     0.1250
CURVENAME =  GR, SP, CALI, C13, C24, RT, RI, RXO, AC, CNL, DEN, SH, POR, GR_CMR, CMRP_A, CMEF_17, CMFF_6, CMFF_20, KTIM_20, KSDR_20, SO, DEVI, AZIM
END
#DEPTH            GR         SP       CALI        C13        C24         RT         RI        RXO         AC        CNL        DEN         SH        POR     GR_CMR     CMRP_A    CMEF_17     CMFF_6    CMFF_20    KTIM_20    KSDR_20         SO       DEVI       AZIM
2589.3750      52.606    -26.576      1.655      1.655      2.073   1739.019      7.587      0.698     56.833     44.948      1.970  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      1.201    159.612
2589.5000      53.119    -26.606      1.653      1.653      2.073   1719.245      3.411      0.698     56.700     44.948      1.970  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      1.215    158.058
2589.6250      53.979    -26.605      1.651      1.651      2.074   1745.624      4.353      0.698     59.549     44.948      1.970  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      1.228    156.486
2589.7500      55.148    -26.568      1.650      1.650      2.074   1767.985      6.275      0.698     63.750     44.948      1.970  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      1.242    154.906
2589.8750      56.441    -26.489      1.651      1.651      2.074   1714.997      2.414      0.698     66.513     44.948      1.970  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      1.257    153.360
2590.0000      56.709    -26.368      1.652      1.652      2.074   1608.515      0.393      0.698     67.075     44.948      1.970  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      1.269    151.944
2590.1250      55.097    -26.220      1.650      1.650      2.075   1624.083      0.428      0.698     67.565     44.948      1.970  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      1.282    150.600
2590.2500      53.559    -26.071      1.647      1.647      2.076   1620.884      3.810      0.698     68.987     44.948      1.970  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      1.294    149.292
2590.3750      52.139    -25.939      1.644      1.644      2.077   1651.354      3.907      0.698     70.548     44.948      1.970  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      1.305    147.965
2590.5000      50.645    -25.842      1.642      1.642      2.077   1755.469      0.505      0.698     71.703     44.948      1.970  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      1.317    146.610
2590.6250      48.912    -25.793      1.642      1.642      2.077   1920.490      0.100      0.698     72.275     44.948      1.970  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      1.328    145.241
2590.7500      47.944    -25.811      1.644      1.644      2.076   1869.124      0.100      0.698     70.547     44.948      1.970  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      1.339    143.564
2590.8750      47.763    -25.881      1.648      1.648      2.075   1824.776      0.361      0.698     67.857     44.948      1.970  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      1.350    141.698
2591.0000      47.678    -25.985      1.651      1.651      2.074   1688.902      1.983      0.698     64.730     44.948      1.970  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      1.362    140.037
2591.1250      47.440    -26.111      1.654      1.654      2.073   1588.625      2.928      0.698     62.045     44.948      1.970  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      1.373    138.601
2591.2500      46.875    -26.252      1.656      1.656      2.072   1623.818      1.714      0.698     60.337     44.948      1.970  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      1.384    137.307
2591.3750      45.638    -26.399      1.656      1.656      2.071   1642.576      0.792      0.698     58.989     44.948      1.970  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      1.395    136.135
2591.5000      44.288    -26.534      1.657      1.657      2.071   1769.827      1.993      0.698     58.781     44.948      1.970  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      1.406    134.878
2591.6250      44.138    -26.641      1.659      1.659      2.070   1889.878      5.188      0.698     57.958     44.948      1.970  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      1.418    133.540
2591.7500      44.845    -26.717      1.661      1.661      2.069   1975.292      6.069      0.698     57.280     44.948      1.970  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      1.430    132.065
2591.8750      46.008    -26.764      1.662      1.662      2.069   1968.281      4.861      0.698     57.069     44.948      1.970  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      1.441    130.470
2592.0000      47.346    -26.789      1.660      1.660      2.070   1819.053      5.135      0.698     57.282     44.948      1.970  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      1.454    128.840
2592.1250      49.253    -26.798      1.657      1.657      2.071   1729.034      5.940      0.698     58.890     44.948      1.970  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      1.466    127.258
2592.2500      50.053    -26.800      1.655      1.655      2.073   1662.150      7.203      0.698     62.942     44.948      1.970  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      1.479     58.803
2592.3750      50.283    -26.802      1.655      1.655      2.073   1689.141      7.130      0.698     66.095     44.948      1.970  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      1.491     32.375
2592.5000      50.790    -26.802      1.655      1.655      2.073   1758.739      4.569      0.698     67.750     44.948      1.970  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      1.502     34.345
2592.6250      52.008    -26.798      1.654      1.654      2.072   1809.368      1.379      0.698     68.334     44.948      1.970  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      1.512     35.855
2592.7500      53.408    -26.785      1.654      1.654      2.072   1822.404      4.576      0.698     68.922     44.948      1.970  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      1.522     37.020
2592.8750      54.364    -26.748      1.652      1.652      2.072   1725.295      4.965      0.698     70.840     44.948      1.970  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      1.530     96.704
2593.0000      55.536    -26.692      1.651      1.651      2.073   1734.709      2.919      0.698     75.323     44.948      1.970  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      1.537     66.867
2593.1250      57.183    -26.625      1.650      1.650      2.074   1784.207      0.964      0.698     81.173     44.948      1.970  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      1.544     42.753
2593.2500      58.457    -26.553      1.650      1.650      2.074   1855.203      0.100      0.698     86.150     44.948      1.970  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      1.550     45.334
2593.3750      58.123    -26.476      1.652      1.652      2.074   1894.827      0.127      0.698     87.974     44.948      1.970  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      1.555     47.781
2593.5000      56.394    -26.393      1.653      1.653      2.074   1443.556      0.366      0.698     86.659     44.948      1.970  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      1.560     49.827
2593.6250      55.943    -26.302      1.654      1.654      2.074   1500.674      2.505      0.698     83.504     44.948      1.970  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      1.565     51.526
2593.7500      56.717    -26.211      1.655      1.655      2.074   1459.543      2.312      0.698     81.134     44.948      1.970  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      1.570     52.785
2593.8750      57.346    -26.128      1.656      1.656      2.073   1513.704      1.776      0.698     79.973     44.948      1.970  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      1.574     52.926
2594.0000      57.267    -26.064      1.657      1.657      2.072   1711.064      2.312      0.698     79.732     44.948      1.970  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      1.579     51.829
2594.1250      57.494    -26.026      1.657      1.657      2.073   1699.384      2.845      0.698     79.662     44.948      1.970  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      1.582     50.390
2594.2500      59.269    -26.023      1.654      1.654      2.075   1620.643      4.738      0.698     79.603     44.948      1.970  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      1.586     53.214
2594.3750      60.121    -26.042      1.651      1.651      2.077   1749.006      3.417      0.698     79.691     44.948      1.970  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      1.590     55.778
2594.5000      59.540    -26.076      1.649      1.649      2.077   1634.444      1.450      0.698     79.668     44.948      1.970  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      1.593     57.510
2594.6250      58.399    -26.114      1.650      1.650      2.076   1588.184      1.465      0.698     79.462     44.948      1.970  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      1.597     58.308
2594.7500      57.944    -26.148      1.654      1.654      2.073   1943.725      3.906      0.698     79.173     44.948      1.970  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      1.600     58.398
2594.8750      58.251    -26.177      1.658      1.658      2.071   1632.737      0.793      0.698     79.175     44.948      1.970  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      1.604     58.229
2595.0000      57.401    -26.219      1.658      1.658      2.071   1544.691      0.441      0.698     79.624     44.948      1.970  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      1.608     57.861
2595.1250      56.323    -26.288      1.656      1.656      2.071   1447.453      2.619      0.698     80.758     44.948      1.970  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      1.612     57.246
2595.2500      55.732    -26.388      1.653      1.653      2.072   1403.304      4.004      0.698     82.797     44.948      1.970  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      1.616     57.580
2595.3750      55.847    -26.513      1.651      1.651      2.073   1490.416      3.559      0.698     84.974     44.948      1.970  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      1.619     59.158
2595.5000      56.252    -26.657      1.648      1.648      2.074   1729.414      3.276      0.698     85.487     44.948      1.970  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      1.622     60.971
2595.6250      55.429    -26.806      1.647      1.647      2.074   1535.947      1.831      0.698     82.794     44.948      1.970  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      1.625     60.811
2595.7500      55.230    -26.939      1.649      1.649      2.073   1640.267      1.384      0.698     80.879     44.948      1.970  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      1.629     60.944
2595.8750      55.680    -27.049      1.651      1.651      2.072   1659.069      1.295      0.698     80.562     44.948      1.970  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      1.633     61.385
2596.0000      56.316    -27.134      1.651      1.651      2.072   1599.362      2.106      0.698     80.731     44.948      1.970  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      1.636     62.120
2596.1250      56.528    -27.199      1.649      1.649      2.073   1565.933      3.644      0.698     80.104     44.948      1.970  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      1.640     62.989
2596.2500      55.824    -27.255      1.646      1.646      2.076   1512.852      2.402      0.698     79.096     44.948      1.970  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      1.643     63.460
2596.3750      55.291    -27.305      1.644      1.644      2.076   1626.166      0.722      0.698     79.554     44.948      1.970  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      1.647     63.544
2596.5000      54.950    -27.345      1.645      1.645      2.075   1806.732      0.396      0.698     80.533     44.948      1.970  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      1.650     63.328
2596.6250      54.774    -27.372      1.648      1.648      2.073   1921.965      1.064      0.698     81.115     44.948      1.970  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      1.653     62.767
2596.7500      55.006    -27.379      1.652      1.652      2.070   1947.294      2.227      0.698     82.245     44.948      1.970  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      1.656     62.020
2596.8750      56.030    -27.365      1.655      1.655      2.068   1956.368      3.369      0.698     86.141     44.948      1.970  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      1.659     61.401
2597.0000      57.280    -27.324      1.657      1.657      2.068   1942.182      3.162      0.698     91.310     44.948      1.970  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      1.662     60.881
2597.1250      58.166    -27.269      1.657      1.657      2.069   1996.904      2.086      0.698     92.649     44.948      1.970  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      1.665     60.766
2597.2500      58.602    -27.211      1.655      1.655      2.071   1936.706      2.411      0.698     92.293     44.948      1.970  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      1.667     61.752
2597.3750      58.701    -27.158      1.653      1.653      2.073   1847.034      3.306      0.698     91.816     44.948      1.970  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      1.670     62.375
2597.5000      58.535    -27.116      1.649      1.649      2.075   1847.437      3.199      0.698     91.557     44.948      1.970  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      1.671     61.638
2597.6250      57.930    -27.094      1.645      1.645      2.076   1959.556      0.915      0.698     89.369     44.948      1.970  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      1.673     60.943
2597.7500      58.211    -27.114      1.643      1.643      2.075   1829.713      0.455      0.698     85.578     44.948      1.970  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      1.674     60.320
2597.8750      58.627    -27.173      1.644      1.644      2.073   1789.238      0.269      0.698     84.824     44.948      1.970  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      1.675     59.276
2598.0000      58.945    -27.272      1.647      1.647      2.071   1714.390      0.206      0.698     86.538     44.948      1.970  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      1.676     58.122
2598.1250      59.018    -27.409      1.651      1.651      2.070   1668.900      0.895      0.698     89.259     44.948      1.970  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      1.678     57.211
2598.2500      58.782    -27.582      1.653      1.653      2.071   1808.413      2.779      0.698     91.583     44.948      1.970  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      1.679     56.777
2598.3750      58.293    -27.783      1.654      1.654      2.072   1943.742      1.624      0.698     95.557     44.948      1.970  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      1.680     56.350
2598.5000      56.889    -27.978      1.655      1.655      2.072   1938.860      0.487      0.698     97.480     44.948      1.970  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      1.681     55.977
2598.6250      56.524    -28.151      1.655      1.655      2.072   2028.435      0.100      0.698     96.021     44.948      1.970  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      1.681     55.490
2598.7500      57.320    -28.290      1.655      1.655      2.072   2066.905      1.932      0.698     92.986     44.948      1.970  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      1.681     55.093
2598.8750      58.652    -28.389      1.655      1.655      2.072   1979.921      5.385      0.698     90.640     44.948      1.970  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      1.680     54.889
2599.0000      59.376    -28.448      1.655      1.655      2.071   1944.077      6.328      0.698     90.615     44.948      1.970  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      1.679     54.681
2599.1250      60.423    -28.472      1.656      1.656      2.070   1791.560      4.081      0.698     93.699     44.948      1.970  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      1.675     54.180
2599.2500      61.410    -28.491      1.656      1.656      2.069   1692.432      3.138      0.698     97.934     44.948      1.970  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      1.671     54.559
2599.3750      61.340    -28.516      1.656      1.656      2.068   1684.742      3.585      0.698    100.950     44.948      1.970  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      1.665     54.964
2599.5000      59.779    -28.551      1.656      1.656      2.069   1702.647      5.218      0.698    102.103     44.948      1.970  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      1.659     55.165
2599.6250      57.053    -28.598      1.655      1.655      2.070   1657.496      6.919      0.698    101.954     44.948      1.970  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      1.653     55.262
2599.7500      55.289    -28.653      1.652      1.652      2.073   1622.381      3.872      0.698    101.597     44.948      1.970  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      1.645     55.119
2599.8750      53.041    -28.698      1.649      1.649      2.076   1556.113      0.996      0.698    101.502     44.948      1.970  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      1.635     54.400
2600.0000      51.455    -28.721      1.646      1.646      2.076   1594.196      0.317      0.698    101.612     44.948      1.970  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      1.625     54.301
2600.1250      50.536    -28.720      1.644      1.644      2.076   1714.510      1.501      0.698    101.903     44.948      1.970  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      1.614     54.491
2600.2500      50.179    -28.699      1.643      1.643      2.075   1871.028      3.592      0.698    102.275     44.948      1.970  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      1.603     54.674
2600.3750      50.377    -28.659      1.642      1.642      2.074   2017.938      5.431      0.698    102.548     44.948      1.970  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      1.591     54.903
2600.5000      51.205    -28.612      1.644      1.644      2.073   1994.614      7.018      0.698    102.553     44.948      1.970  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      1.578     55.124
2600.6250      52.770    -28.581      1.647      1.647      2.072   1878.490      4.211      0.698    102.297     44.948      1.970  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      1.565     55.610
2600.7500      53.548    -28.574      1.651      1.651      2.071   1742.390      1.990      0.698    101.799     44.948      1.970  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      1.551     56.292
2600.8750      53.625    -28.594      1.655      1.655      2.071   1628.174      1.476      0.698    101.129     44.948      1.970  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      1.536     56.921
2601.0000      53.648    -28.638      1.656      1.656      2.071   1574.979      2.121      0.698    100.484     44.948      1.970  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      1.521     57.275
2601.1250      53.718    -28.707      1.654      1.654      2.072   1667.544      3.725      0.698    100.432     44.948      1.970  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      1.506     57.468
2601.2500      52.306    -28.786      1.652      1.652      2.074   1758.149      4.766      0.698     99.345     44.948      1.970  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      1.491     57.521
2601.3750      51.034    -28.852      1.652      1.652      2.073   1770.929      4.892      0.698     96.492     44.948      1.970  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      1.476     57.627
2601.5000      50.924    -28.895      1.653      1.653      2.071   1672.410      5.091      0.698     93.415     44.948      1.970  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      1.462     57.811
2601.6250      51.705    -28.911      1.654      1.654      2.070   1546.835      5.623      0.698     91.325     44.948      1.970  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      1.448     58.105
2601.7500      51.936    -28.898      1.654      1.654      2.069   1574.058      5.844      0.698     90.707     44.948      1.970  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      1.434     58.557
2601.8750      51.561    -28.853      1.652      1.652      2.069   1739.981      5.194      0.698     91.776     44.948      1.970  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      1.420     59.063
2602.0000      52.008    -28.793      1.650      1.650      2.069   2009.735      2.859      0.698     96.495     44.948      1.970  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      1.406     59.525
2602.1250      52.597    -28.733      1.649      1.649      2.069   2055.022      1.331      0.698    104.125     44.948      1.970  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      1.392     59.998
2602.2500      52.917    -28.679      1.648      1.648      2.070   1937.611      1.094      0.698    109.119     44.948      1.970  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      1.377     60.537
2602.3750      53.157    -28.635      1.647      1.647      2.072   1803.596      1.921      0.698    107.198     44.948      1.970  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      1.364     61.141
2602.5000      54.808    -28.610      1.647      1.647      2.074   1670.696      3.550      0.698    101.256     44.948      1.970  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      1.351     61.683
2602.6250      56.654    -28.618      1.648      1.648      2.075   1677.420      1.002      0.698     99.189     44.948      1.970  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      1.338     62.096
2602.7500      57.485    -28.651      1.649      1.649      2.073   1700.450      0.177      0.698     99.438     44.948      1.970  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      1.325     62.567
2602.8750      57.571    -28.703      1.650      1.650      2.072   1685.874      0.100      0.698    102.724     44.948      1.970  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      1.311     63.155
2603.0000      57.161    -28.768      1.652      1.652      2.070   1684.829      0.623      0.698    109.906     44.948      1.970  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      1.298     63.775
2603.1250      56.356    -28.839      1.655      1.655      2.068   1779.740      2.302      0.698    120.829     44.948      1.970  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      1.285     64.268
2603.2500      54.848    -28.908      1.659      1.659      2.067   1625.361      3.435      0.698    127.185     44.948      1.970  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      1.272     64.714
2603.3750      55.374    -28.959      1.659      1.659      2.067   1661.182      2.737      0.698    129.481     44.948      1.970  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      1.260     65.315
2603.5000      56.949    -28.987      1.656      1.656      2.069   1616.890      1.618      0.698    130.131     44.948      1.970  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      1.248     65.785
